City,State,Church,Pastor,Stat Year,Comm,Non Comm,Prof Child,Prof Adult,Trans Letter,Reaffirmation,Restored,Death,Trans,Removed From Roll,Discipline,Adult Bapt,Infant Bapt,Ruling Elders,Deacons,Family Units,Sunday School Attend,Small Group Attend,Est Morn Attend,Grades Included,Total Enrollment,Tithes & Offerings,Special Causes,Building Fund Offering,Other Contrib,Total Contrib,Other Income,Total Church Income,Administration,Discipleship Min.,Mission to N. America,Mission to the World,Covenant College,Covenant Seminary,Ridge Haven,Reformed University Ministries,PCA Office Building,Other,Presbytery Operation,Christian Education,Home Missions,Internat'l Missions,Other Presbytery Min,Local Ministries,Mercy Ministires,PCA Internat'l Missions,PCA Home Mission,Non-PCA Mission,PCA Schools,Non-PCA Schools,Total Benevolent Disbursements,Current Expenses,Building Fund,Total All Disbursements,Benevol Grand Total,Per Capita Giving
Tucson,AZ,Desert Springs Presbyterian Church,Steve Paul Cavallaro,2017,77,15,0,0,0,2,0,2,2,4,0,0,3,3,6,0,32,0,80,No Grades Included Reported,0,238059,2556,45557,0,286172,0,286172,361,263,975,900,338,375,150,450,0,0,3200,0,8000,6293,530,3800,4170,0,0,0,0,0,29805,167599,77093,274497,0.108580421643952,3716.51948051948
Draper,VA,Draper's Valley Presbyterian Church,Roland Mathews,2017,204,34,2,0,0,10,0,1,1,0,0,0,3,10,12,108,105,0,172,No Grades Included Reported,0,413045,26884,388184,10823,838936,113226,952162,250,250,250,0,2650,0,0,3600,0,1120,6100,0,0,132584,0,5500,4319,22984,0,21747,5229,0,206583,357107,34072,597762,0.345594065865679,4112.43137254902
East Ridge,TN,East Ridge Presbyterian Church,John Render Caines Jr.,2017,149,35,0,0,3,0,0,2,2,0,0,0,7,8,8,28,70,0,120,No Grades Included Reported,0,303013,23535,0,0,326548,0,326548,6375,0,0,0,975,0,0,0,0,0,1800,0,0,0,0,0,14176,28450,0,0,0,0,51776,255030,16357,323163,0.16021636140276,2191.59731543624
Millsboro,DE,East Gate Presbyterian Church,Kevin Gladding,2017,124,14,0,0,5,7,3,1,0,2,0,0,0,3,4,79,35,0,128,No Grades Included Reported,0,246320,0,8925,14966,270211,0,270211,500,0,0,8850,0,0,0,2400,0,0,1300,0,0,0,3115,5374,0,0,0,1200,0,0,22739,192087,0,214826,0.105848454097735,2179.12096774194
Montgomery,AL,Eastwood Presbyterian Church,Barton T. Lester,2017,193,41,5,2,4,0,0,0,6,16,0,0,4,0,0,0,54,0,140,PKEMH,247,875511,0,261,18926,894698,1476990,2371688,2000,0,0,0,0,0,0,0,0,0,2000,0,0,0,0,45240,0,54600,4800,46800,0,0,155440,1873999,11674,2041113,0.0761545294160588,4635.74093264249
Columbia,SC,Eau Claire Presbyterian Church,Jonathan Adam Shields,2017,60,32,2,0,0,0,0,0,0,0,0,0,1,3,0,43,19,0,32,No Grades Included Reported,0,80083,710,0,108642,189435,352,189787,135,72,330,2735,200,259,248,935,0,35,600,200,0,0,0,240,422,0,0,0,0,100,6511,72558,0,79069,0.0823457992386397,3157.25
Bristol,TN,Edgemont Presbyterian Church,Aaron Bartmess,2017,95,0,0,0,0,2,0,2,0,1,0,0,0,4,5,53,31,0,56,No Grades Included Reported,0,176747,9630,9944,0,196321,0,196321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,240,5158,13090,0,2348,0,0,20836,164901,0,185737,0.112180125661554,2066.53684210526
Alabaster,AL,Evangel Church PCA,David Maginnis,2017,542,148,8,2,14,0,0,1,1,0,0,1,0,14,13,262,0,0,319,PKEMH,376,1291613,114497,49379,77481,1532970,14717,1547687,1500,0,0,10440,0,0,0,0,0,0,1000,0,0,0,0,26755,19441,99259,0,47220,3000,3000,211615,1019703,236522,1467840,0.144167620449095,2828.35793357934
Cape Coral,FL,Providence Christian Church,Brent Stuart Lauder,2017,137,42,0,11,8,1,0,0,3,7,0,4,1,6,9,86,0,0,0,PKE,65,342429,26204,20401,37077,426111,0,426111,0,0,0,0,1820,0,0,9800,0,1495,1500,0,0,0,1850,10600,875,600,2700,14167,17500,0,62907,347917,20401,431225,0.145879761145574,3110.29927007299
Lawrenceville,NJ,Hope Presbyterian Church,David Rowe,2017,163,29,5,13,3,0,0,1,7,0,0,1,1,4,5,62,0,0,165,No Grades Included Reported,0,501698,87288,3155,0,592141,1898,594039,0,0,0,8500,1140,0,0,3500,0,8500,0,0,0,16044,0,0,9000,0,0,0,1000,0,47684,509627,0,557311,0.0855608448424668,3632.76687116564
Newark,DE,Evangelical Presbyterian Church,Chad Barber,2017,382,0,5,3,11,2,0,7,17,0,0,2,9,11,13,0,166,0,326,No Grades Included Reported,0,850740,0,0,0,850740,0,850740,1560,768,2580,2280,996,1104,348,768,0,0,3240,0,2004,0,0,88656,10056,65832,3156,28320,0,2256,213924,667932,0,881856,0.242583823209231,2227.06806282723
Cochranville,PA,Manor Presbyterian Church,Daniel Henderson,2017,152,24,4,1,0,11,0,5,0,6,0,5,1,4,2,64,53,0,94,No Grades Included Reported,0,192486,0,0,0,192486,1148,193634,0,0,0,9000,0,0,0,5400,0,0,2000,0,0,0,0,0,0,0,0,9500,0,0,25900,152424,0,178324,0.145241246270833,1266.35526315789
Pensacola,FL,Fairfield Presbyterian Church,Rafael P. LaGuardia,2017,73,11,0,0,0,1,0,4,3,1,0,0,0,6,5,48,29,0,52,No Grades Included Reported,0,127582,5746,11681,11521,156530,15546,172076,200,100,1860,9925,100,100,100,1200,0,450,300,0,0,0,60,660,1502,0,0,9046,0,105,25708,146472,14717,186897,0.137551699599245,2144.24657534247
Fairton,NJ,Fairfield Presbyterian Church,Christopher M. O'Brien,2017,75,19,0,0,0,1,0,0,0,3,0,0,0,3,3,46,35,0,77,No Grades Included Reported,0,219028,3039,0,21389,243456,0,243456,539,539,6928,16648,693,770,308,3032,0,0,1367,0,700,0,0,3480,3250,0,0,7500,0,5250,51004,146128,1113,198245,0.257277611036848,3246.08
Industry,PA,Fairview Reformed Presbyterian Church,Jeff K. Zehnder,2017,230,34,4,1,2,3,4,3,0,3,0,1,2,7,6,118,100,0,170,No Grades Included Reported,0,275351,9760,0,1970,287081,7194,294275,700,0,2300,24600,700,700,0,600,0,0,2000,0,1000,0,200,3570,1600,0,14305,5400,0,1000,58675,220365,0,279040,0.210274512614679,1248.17826086957
Baltimore,MD,Faith Christian Fellowship Church,Jerome Watkins,2017,234,0,3,9,0,0,0,0,0,4,0,0,0,5,5,0,0,0,0,No Grades Included Reported,0,789167,34974,0,0,824141,67480,891621,0,0,10167,3375,2500,1500,0,0,0,0,1000,0,0,0,0,13500,0,0,0,40925,0,0,72967,733154,10737,816858,0.0893264190348873,3521.97008547009
Brookhaven,MS,Faith Presbyterian Church,No Pastor Reported,2017,375,88,0,1,0,5,0,3,2,0,0,1,2,11,13,176,0,0,188,PK,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
Watkinsville,GA,Faith Presbyterian Church,Nathan T. Parker,2017,241,104,4,0,0,8,0,0,0,9,0,4,2,4,7,119,69,0,186,No Grades Included Reported,0,763754,33009,0,0,796763,175300,972063,2600,0,0,7311,2540,0,0,9127,0,950,5000,0,0,0,0,19308,27763,0,4800,100416,0,4800,184615,674538,10170,869323,0.212366404662019,3306.07053941909
Cheraw,SC,Faith Presbyterian Church,No Pastor Reported,2017,97,12,0,0,0,0,0,3,0,0,0,0,0,3,3,28,30,0,50,PKE,74,175981,1708,15504,0,193193,75000,268193,100,100,0,0,0,0,100,0,0,0,1200,0,0,0,0,300,5671,11104,402,7629,7403,3701,37710,233148,56943,327801,0.115039307384663,1991.68041237113
Florence,SC,Faith Presbyterian Church,Jordan M. Gallo,2017,27,6,0,0,0,0,0,1,0,0,0,0,0,3,3,15,10,0,25,No Grades Included Reported,0,97169,1605,270,0,99044,144,99188,0,0,0,0,0,0,0,0,0,0,996,525,6300,12600,375,0,5460,0,0,3150,0,0,29406,88665,270,118341,0.248485309402489,3668.2962962963
Birmingham,AL,Faith Presbyterian Church,Jason Sterling,2017,463,166,14,7,31,11,0,1,3,3,0,1,9,10,12,213,345,0,376,P,45,1530635,107218,7307,2685,1647845,0,1647845,650,650,3600,650,0,0,0,650,0,0,2835,0,0,0,0,8558,37875,121593,25832,6223,0,0,209116,1217894,54367,1481377,0.141163255538597,3559.06047516199
Tacoma,WA,Faith Presbyterian Church,Steven Nicoletti,2017,359,110,9,1,11,6,0,2,5,20,0,1,10,12,12,200,252,0,449,H,109,1267379,14868,383,0,1282630,4910,1287540,2514,2514,21102,45137,10772,4160,0,14601,0,1222,1305,0,59390,0,0,8048,95141,19336,0,37072,20423,0,342737,874851,2560,1220148,0.280897891075509,3572.78551532033
Gainesville,FL,Faith Presbyterian Church,Kevin Nelson,2017,122,24,0,0,7,6,0,2,1,8,0,0,5,4,5,73,45,0,138,No Grades Included Reported,0,422644,0,0,0,422644,1927,424571,390,140,90,200,50,300,118,0,0,180,1843,0,6079,0,0,0,23795,5993,8000,5877,0,0,53055,404589,0,457644,0.115930723444424,3464.29508196721
Sarasota,FL,Faith Presbyterian Church,Keith Ledford,2017,131,20,3,5,0,0,0,1,1,18,0,1,3,5,2,71,0,0,130,No Grades Included Reported,0,272255,83232,0,89758,445245,45044,490289,0,0,0,15900,0,0,0,0,0,0,0,0,0,0,0,848,37445,0,0,2700,0,45325,102218,294776,0,396994,0.257479961913782,3398.81679389313
Anniston,AL,Faith Presbyterian Church,Grant Carroll,2017,128,18,1,0,4,0,0,1,9,40,0,0,1,5,5,59,49,0,75,KEMH,308,359935,0,0,0,359935,0,359935,0,0,0,3200,1710,0,0,6400,0,0,500,0,375,0,0,0,3689,1600,12000,7200,2651,0,39325,249667,0,288992,0.136076431181486,2811.9921875
LaVale,MD,Faith Presbyterian Church,LeRoy Capper,2017,72,16,0,0,0,3,0,1,1,8,1,0,0,6,6,48,37,0,66,No Grades Included Reported,0,247742,16846,3233,0,267821,0,267821,960,600,10317,35855,840,840,0,3804,0,376,1440,0,600,0,0,4592,7023,0,0,14431,0,2300,83978,169964,3450,257392,0.32626499658109,3719.73611111111
Cincinnati,OH,Faith Presbyterian Church,Matthew A. Cadora,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Grades Included Reported,0,406330,455,625997,3789,1036571,6539,1043110,1200,0,0,8400,0,0,0,0,0,0,2700,0,0,0,0,0,7882,0,0,22600,0,0,42782,342480,42632,427894,0.0999827059972797,0.0
Erie,PA,Faith Reformed Church,David W. Hills,2017,46,12,0,0,0,0,0,1,0,4,0,0,4,1,1,17,30,0,42,No Grades Included Reported,0,95218,0,0,0,95218,0,95218,0,0,0,0,0,0,0,0,0,2000,1000,0,0,0,0,500,193,0,0,16000,0,0,19693,92187,0,111880,0.176018948873793,2069.95652173913
Frederick,MD,Faith Reformed Presbyterian Church,John F. Armstrong Jr.,2017,130,32,0,0,3,3,0,1,2,2,1,0,2,4,6,71,56,0,108,No Grades Included Reported,0,304767,0,600,0,305367,316,305683,925,925,3432,3432,1189,1321,528,1848,0,0,3700,0,0,0,0,10801,7887,7950,5000,32650,0,0,81588,223097,0,304685,0.267778197154438,2348.97692307692
Quarryville,PA,Faith Reformed Presbyterian Church,Michael Brown,2017,282,67,2,0,0,5,0,9,8,27,0,1,4,7,4,148,67,0,160,No Grades Included Reported,0,557094,0,220,150,557464,3215,560679,1500,0,7066,49616,0,0,0,7520,0,658,2300,2067,4260,0,0,10019,13619,2760,0,28292,0,0,129677,391476,4200,525353,0.246837840461556,1976.82269503546
Vancouver,BC,Faith Reformed Presbyterian Church,Mark Jones,2017,178,53,5,12,9,0,0,0,0,2,2,0,3,3,8,65,53,0,180,No Grades Included Reported,0,308000,4250,0,0,312250,0,312250,700,0,0,0,0,0,0,0,0,0,2000,0,6000,0,0,36000,4300,3000,1800,2000,0,0,55800,162200,0,218000,0.255963302752294,1754.21348314607
Faunsdale,AL,Faunsdale Presbyterian Church,George H. McKee,2017,105,0,10,0,0,0,0,0,0,0,0,0,1,6,7,37,20,0,60,No Grades Included Reported,0,280317,0,0,0,280317,0,280317,0,0,0,8400,0,0,0,0,0,0,0,0,0,0,0,146468,4000,0,7908,0,0,0,166776,89961,0,256737,0.649598616483016,2669.68571428571
Greer,SC,Fellowship Presbyterian Church,Marty Huskey Martin,2017,138,24,4,0,0,20,0,1,5,2,0,1,2,3,6,69,0,0,186,No Grades Included Reported,0,301257,10454,58970,0,370681,0,370681,100,0,0,0,0,0,0,0,0,0,1825,0,0,0,0,500,11703,6675,0,6625,0,1200,28628,264928,58970,352526,0.0812081945728826,2686.09420289855
Coral Springs,FL,First Presbyterian Church of Coral Springs,David Barry,2017,319,116,4,0,0,2,0,1,4,1,0,2,2,9,18,279,104,0,337,PKEMH,457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
Biloxi,MS,First Presbyterian Church,Timothy R. Horn,2017,85,10,3,0,3,0,0,3,0,8,0,0,0,5,6,43,40,0,70,No Grades Included Reported,0,200389,0,0,500,200889,0,200889,0,0,1650,3300,0,0,0,300,0,0,150,0,0,0,200,650,300,0,0,6565,0,0,13115,182826,0,195941,0.066933413629613,2363.4
Yazoo City,MS,First Presbyterian Church,No Pastor Reported,2017,147,25,3,0,7,0,0,2,2,10,0,0,1,5,10,85,59,0,110,No Grades Included Reported,0,471138,33282,43448,515,548383,36480,584863,1083,1083,1083,11183,0,0,0,8000,0,19500,2000,0,4125,0,0,1849,3500,0,500,3500,0,14683,72089,264862,176158,513109,0.140494514810693,3730.49659863946
Gulfport,MS,First Presbyterian Church,Toby B. Holt,2017,372,44,15,17,0,0,0,6,2,0,0,0,7,8,8,147,0,0,174,No Grades Included Reported,0,627458,16670,44757,0,688885,0,688885,0,0,10350,29000,0,0,3400,0,0,0,0,0,0,0,11775,18000,9316,4000,30675,0,0,0,116516,631899,0,748415,0.155683678173206,1851.84139784946
Aliceville,AL,First Presbyterian Church,Derrick Brite,2017,125,14,0,0,0,0,1,3,5,0,0,0,2,7,9,70,35,0,66,No Grades Included Reported,0,334885,7848,0,62632,405365,2118,407483,500,450,2000,10850,650,600,600,6100,0,800,4200,120,0,0,0,6421,17982,600,8950,3600,0,1300,65723,268855,0,334578,0.196435509806383,3242.92
Dyersburg,TN,First Presbyterian Church at Dyersburg,No Pastor Reported,2017,65,17,0,0,4,0,0,0,0,0,0,0,0,6,0,31,35,0,55,PKEM,90,180608,0,0,1025,181633,65642,247275,0,25,0,2000,0,0,0,100,0,100,1500,0,0,0,0,2725,7238,9275,0,4120,7550,0,34633,180655,17106,232394,0.149027083315404,2794.35384615385
Waynesboro,GA,First Presbyterian Church,Eric Anthony Schievenin,2017,108,7,1,0,1,0,0,2,0,1,0,0,2,4,1,28,22,0,60,No Grades Included Reported,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
Demopolis,AL,First Presbyterian Church,Joseph V. Carmichael,2017,85,0,3,0,3,0,0,1,1,18,0,0,0,5,6,33,30,0,50,No Grades Included Reported,0,118342,26235,0,7199,151776,2657,154433,106,106,106,106,106,106,106,106,0,0,1750,0,0,0,0,3120,2474,10220,6360,8511,0,0,33283,120138,0,153421,0.216939010956779,1785.6
Chattanooga,TN,First Presbyterian Church,Gabriel Fluhrer,2017,963,633,7,6,21,0,0,36,12,133,0,1,2,23,113,912,350,0,475,No Grades Included Reported,0,3420277,0,0,0,3420277,112395,3532672,8500,0,5000,0,5480,0,0,14300,0,0,11990,0,0,0,2882,61700,44829,248249,0,309606,0,0,712536,2450587,0,3163123,0.225263450077661,3551.68951194185
Augusta,GA,First Presbyterian Church,Mike Hearon,2017,1785,607,0,0,116,0,0,4,8,0,0,2,41,26,55,873,500,0,1225,No Grades Included Reported,0,4426372,2123014,1315993,2560,7867939,422146,8290085,11900,0,0,49470,12000,0,0,0,0,1176,2500,0,0,0,0,155000,65710,328536,1717164,159638,0,245443,2748537,3913656,1811886,8474079,0.324346397997942,4407.80896358543
Lexington,MS,First Presbyterian Church,No Pastor Reported,2017,31,0,0,1,0,0,0,2,0,2,0,1,0,4,2,21,12,0,22,No Grades Included Reported,0,63823,0,7600,1615,73038,11653,84691,240,0,0,0,0,0,0,0,0,0,600,0,0,0,0,1745,0,9000,0,2400,0,0,13985,61390,976,76351,0.183167214574793,2356.06451612903
Winona,MS,First Presbyterian Church at Winona,Andy Coburn,2017,47,0,0,0,0,0,0,0,0,0,0,0,1,6,5,0,12,0,25,No Grades Included Reported,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0
Dothan,AL,First Presbyterian Church,Rusty Reid Milton,2017,497,114,7,2,25,6,2,3,2,59,0,2,7,12,16,0,0,0,310,PKEMH,834,1334773,136881,133854,0,1605508,0,1605508,2600,1400,7925,14170,3825,3650,1390,7955,0,0,5200,0,0,0,0,22200,9600,128200,40399,8400,7200,0,264114,1173170,149789,1587073,0.166415785537275,3230.39839034205
